State,Agency Name,Latitude,Longitude,ORI,City,Population,Poverty,Poverty Rate,Violent Crime,Property Crime,Violent Crime(Per 100k),Property Crime(Per 100k),Crime Rate(Per 100k)
VT,Essex Police Department,44.493866,-73.10552,VT0040200,Essex,10473,798,7.62,34,325,324.64,3103.22,3427.86
VT,Bennington Police Department,43.035325,-73.11146,VT0020100,Bennington,8772,968,11.04,68,378,775.19,4309.17,5084.36
VT,Barre Police Department,44.20841,-72.513885,VT0120100,Barre,8514,1970,23.14,40,267,469.81,3136.01,3605.83
VT,Winooski Police Department,44.4914,-73.187935,VT0040400,Winooski,8015,1631,20.35,31,274,386.77,3418.59,3805.36
VT,Brattleboro Police Department,42.854416,-72.55899,VT0130200,Brattleboro,7346,1988,27.06,63,633,857.61,8616.93,9474.54
VT,St. Albans Police Department,44.858964,-72.909402,VT0060100,St. Albans,6866,1103,16.06,54,375,786.48,5461.7,6248.18
VT,Shelburne Police Department,44.463329,-73.069484,VT0040700,Shelburne,6335,375,5.92,5,134,78.93,2115.23,2194.16
VT,St. Johnsbury Police Department,44.41893,-72.02098,VT0030300,St. Johnsbury,5813,1139,19.59,35,222,602.1,3819.03,4421.13
VT,Northfield Police Department,44.14332,-72.65675,VT0120300,Northfield,4680,506,10.81,13,8,277.78,170.94,448.72
VT,Newport Police Department,44.934982,-72.21176,VT0100100,Newport,4446,477,10.73,22,83,494.83,1866.85,2361.67
VT,Milton Police Department,44.619205,-73.12278,VT0040600,Milton,4053,300,7.4,16,107,394.77,2640.02,3034.79
VT,Bellows Falls Police Department,42.999143,-72.716335,VT0130100,Bellows Falls,2734,515,18.84,8,34,292.61,1243.6,1536.21
VT,Vergennes Police Department,44.031248,-73.141581,VT0010300,Vergennes,2573,264,10.26,4,28,155.46,1088.22,1243.68
VT,Fair Haven Police Department,43.594852,-73.26547,VT0110400,Fair Haven,2412,264,10.95,8,50,331.67,2072.97,2404.64
VT,Swanton Police Department,44.921528,-73.11119,VT0060300,Swanton,2356,274,11.63,12,41,509.34,1740.24,2249.58
VT,Windsor Police Department,43.588143,-72.591514,VT0140400,Windsor,2145,130,6.06,6,34,279.72,1585.08,1864.8
VT,Randolph Police Department,44.003392,-72.369687,VT0090100,Randolph,2102,186,8.85,1,12,47.57,570.88,618.46
VT,Bristol Police Department,44.133076,-73.07871,VT0010100,Bristol,1995,273,13.68,2,12,100.25,601.5,701.75
VT,Brandon Police Department,43.7997,-73.08917,VT0110100,Brandon,1711,199,11.63,12,51,701.34,2980.71,3682.06
VT,Castleton Police Department,43.580844,-73.038196,VT0110300,Castleton,1206,139,11.53,1,2,82.92,165.84,248.76
VT,Chester Police Department,43.588143,-72.591514,VT0140600,Chester,1113,22,1.98,0,0,0.0,0.0,0.0
VT,Manchester Police Department,43.178684,-73.04883,VT0020400,Manchester,1113,22,1.98,11,57,988.32,5121.29,6109.61
WA,Seattle Police Department,47.493554,-121.832375,WASPD0000,Seattle,726054,70824,9.75,5863,37928,807.52,5223.85,6031.37
WA,Spokane Police Department,47.665245,-117.42813,WA0320400,Spokane,225709,34367,15.23,1648,12576,730.14,5571.78,6301.92
WA,Tacoma Police Department,47.051437,-122.153228,WA0270300,Tacoma,217332,26647,12.26,2769,16517,1274.09,7599.89,8873.98
WA,Vancouver Police Department,45.771674,-122.485903,WA0060300,Vancouver,188331,23606,12.53,1279,8856,679.12,4702.36,5381.48
WA,Bellevue Police Department,47.493554,-121.832375,WA0170200,Bellevue,149365,10339,6.92,231,5280,154.65,3534.96,3689.62
WA,Kent Police Department,47.38059,-122.23741,WA0170700,Kent,134890,15081,11.18,742,6813,550.08,5050.78,5600.86
WA,Everett Police Department,47.977795,-122.20719,WA0310300,Everett,110438,11670,10.57,437,4668,395.7,4226.81,4622.5
WA,Spokane Valley Police Department,47.620375,-117.403371,WA0321500,Spokane Valley,102178,10751,10.52,332,3757,324.92,3676.92,4001.84
WA,Federal Way Police Department,47.493554,-121.832375,WA0173600,Federal Way,99792,11202,11.23,619,5242,620.29,5252.93,5873.22
WA,Yakima Police Department,46.456558,-120.740145,WA0390500,Yakima,96266,16543,17.18,473,2356,491.35,2447.39,2938.73
WA,Kirkland Police Department,47.678806,-122.20785,WA0170800,Kirkland,91656,6175,6.74,103,1895,112.38,2067.51,2179.89
WA,Bellingham Police Department,48.755722,-122.479614,WA0370100,Bellingham,90545,16946,18.72,308,3978,340.16,4393.4,4733.56
WA,Auburn Police Department,47.281998,-122.25281,WA0170100,Auburn,85306,8099,9.49,510,4429,597.85,5191.9,5789.75
WA,Kennewick Police Department,46.20264,-119.120224,WA0030100,Kennewick,83082,11498,13.84,365,3119,439.33,3754.12,4193.45
WA,Pasco Police Department,46.235126,-119.0925,WA0110200,Pasco,76398,11617,15.21,241,1758,315.45,2301.11,2616.56
WA,Redmond Police Department,47.493554,-121.832375,WA0171200,Redmond,72166,4312,5.98,101,2371,139.96,3285.48,3425.44
WA,Marysville Police Department,48.061275,-122.174385,WA0310500,Marysville,69957,4223,6.04,168,1423,240.15,2034.11,2274.25
WA,Sammamish Police Department,47.60465,-122.035515,WA0175000,Sammamish,66532,2047,3.08,16,426,24.05,640.29,664.34
WA,Lakewood Police Department,47.172527,-122.50711,WA0272300,Lakewood,62972,8455,13.43,470,3070,746.36,4875.18,5621.55
WA,Richland Police Department,46.278522,-119.27373,WA0030200,Richland,59718,4798,8.03,162,1644,271.27,2752.94,3024.21
WA,Shoreline Police Department,47.493554,-121.832375,WA0174300,Shoreline,58213,4815,8.27,105,1649,180.37,2832.7,3013.07
WA,Olympia Police Department,47.04081,-122.89205,WA0340100,Olympia,54579,7464,13.68,320,2137,586.31,3915.43,4501.73
WA,Lacey Police Department,46.932598,-122.829441,WA0340400,Lacey,52572,4928,9.37,118,1747,224.45,3323.06,3547.52
WA,Burien Police Department,47.602222,-122.33089,WA0174100,Burien,51646,5990,11.6,231,1937,447.28,3750.53,4197.81
WA,Bothell Police Department,47.7614,-122.20562,WA0170300,Bothell,47355,2109,4.45,52,860,109.81,1816.07,1925.88
WI,Milwaukee Police Department,43.04385,-87.90265,WIMPD0000,Milwaukee,578198,135694,23.47,8050,15262,1392.26,2639.58,4031.84
WI,Madison Police Department,43.072285,-89.38322,WI0130100,Madison,265447,42196,15.9,832,6411,313.43,2415.17,2728.6
WI,Green Bay Police Department,44.511395,-88.01636,WI0050200,Green Bay,107083,16003,14.94,409,1623,381.95,1515.65,1897.59
WI,Kenosha Police Department,42.579703,-87.424898,WI0300100,Kenosha,99605,14250,14.31,383,987,384.52,990.91,1375.43
WI,Racine Police Department,42.72528,-87.789406,WI0520200,Racine,77705,15040,19.36,255,737,328.16,948.46,1276.62
WI,Appleton Police Department,44.260445,-88.41205,WI0450100,Appleton,74752,6923,9.26,200,1042,267.55,1393.94,1661.49
WI,Waukesha Police Department,43.028793,-88.24285,WI0680500,Waukesha,71307,7301,10.24,106,659,148.65,924.17,1072.83
WI,Eau Claire Police Department,44.726355,-91.286414,WI0180100,Eau Claire,69030,10114,14.65,92,1416,133.28,2051.28,2184.56
WI,Oshkosh Police Department,44.085707,-88.668149,WI0710300,Oshkosh,66694,9816,14.72,169,1074,253.4,1610.34,1863.74
WI,Janesville Police Department,42.669931,-89.075119,WI0540200,Janesville,65506,5806,8.86,125,1192,190.82,1819.68,2010.5
WI,West Allis Police Department,43.017652,-87.481549,WI0411600,West Allis,60220,6154,10.22,169,1379,280.64,2289.94,2570.57
WI,La Crosse Police Department,43.908222,-91.111758,WI0320100,La Crosse,52505,10623,20.23,137,1414,260.93,2693.08,2954.0
WI,Sheboygan Police Department,43.746002,-87.730546,WI0600200,Sheboygan,49849,5377,10.79,164,622,328.99,1247.77,1576.76
WI,Wauwatosa Police Department,43.05288,-88.05745,WI0411500,Wauwatosa,48072,2875,5.98,79,1113,164.34,2315.28,2479.61
WI,Fond du Lac Police Department,43.775253,-88.44703,WI0200100,Fond du Lac,44412,4879,10.99,148,695,333.24,1564.89,1898.14
WI,Brookfield Police Department,43.05865,-88.12605,WI0680100,Brookfield,41020,1280,3.12,33,488,80.45,1189.66,1270.11
WI,New Berlin Police Department,43.019308,-88.306707,WI0680400,New Berlin,40289,1550,3.85,21,427,52.12,1059.84,1111.97
WI,Wausau Police Department,44.898036,-89.757823,WI0370300,Wausau,39745,4841,12.18,163,454,410.11,1142.28,1552.4
WI,Menomonee Falls Police Department,43.019308,-88.306707,WI0680300,Menomonee Falls,38219,1346,3.52,38,301,99.43,787.57,886.99
WI,Greenfield Police Department,42.95941,-87.98092,WI0410800,Greenfield,37623,3175,8.44,55,998,146.19,2652.63,2798.82
WI,Franklin Police Department,42.894115,-88.03276,WI0410500,Franklin,36685,1695,4.62,21,354,57.24,964.97,1022.22
WI,Beloit Police Department,42.49649,-89.03653,WI0540100,Beloit,36567,6188,16.92,179,814,489.51,2226.05,2715.56
WI,Oak Creek Police Department,42.871998,-87.9091,WI0411000,Oak Creek,36266,1769,4.88,54,666,148.9,1836.43,1985.33
WI,Sun Prairie Police Department,43.183002,-89.21107,WI0130600,Sun Prairie,35528,1981,5.58,59,508,166.07,1429.86,1595.92
WI,Manitowoc Police Department,44.089737,-87.65937,WI0360100,Manitowoc,34267,4739,13.83,56,413,163.42,1205.24,1368.66
WV,Charleston Police Department,38.328061,-81.523522,WV0200200,Charleston,49055,8312,16.94,282,1772,574.86,3612.27,4187.14
WV,Huntington Police Department,38.419578,-82.243397,WV0060200,Huntington,46923,13302,28.35,355,1516,756.56,3230.82,3987.38
WV,Parkersburg Police Department,39.211679,-81.515928,WV0540100,Parkersburg,29910,6427,21.49,77,1036,257.44,3463.72,3721.16
WV,Morgantown Police Department,39.633645,-80.059074,WV0310100,Morgantown,29316,8410,28.69,105,671,358.17,2288.85,2647.02
WV,Wheeling Police Department,40.064915,-80.720924,WV0350100,Wheeling,27142,4282,15.78,259,530,954.24,1952.69,2906.93
WV,Weirton Police Department,40.4022,-80.58772,WV0150200,Weirton,19150,2535,13.24,13,38,67.89,198.43,266.32
WV,Martinsburg Police Department,39.459187,-77.963066,WV0020100,Martinsburg,18502,4433,23.96,44,193,237.81,1043.13,1280.94
WV,Fairmont Police Department,39.4868,-80.14081,WV0250100,Fairmont,18369,3474,18.91,110,251,598.83,1366.43,1965.27
WV,Beckley Police Department,37.779095,-81.18071,WV0410100,Beckley,17261,3787,21.94,103,1164,596.72,6743.53,7340.25
WV,Clarksburg Police Department,39.27901,-80.338196,WV0170200,Clarksburg,16085,3832,23.82,53,493,329.5,3064.97,3394.47
WV,South Charleston Police Department,38.365562,-81.69602,WV0200600,South Charleston,13595,2478,18.23,73,607,536.96,4464.88,5001.84
WV,St. Albans Police Department,38.38691,-81.83757,WV0200500,St. Albans,10842,1619,14.93,34,243,313.6,2241.28,2554.88
WV,Vienna Police Department,39.211679,-81.515928,WV0540200,Vienna,10676,1112,10.42,10,334,93.67,3128.51,3222.18
WV,Bluefield Police Department,37.403448,-81.106456,WV0280200,Bluefield,9699,1920,19.8,118,33,1216.62,340.24,1556.86
WV,Bridgeport Police Department,39.280823,-80.25987,WV0170100,Bridgeport,9165,398,4.34,14,118,152.76,1287.51,1440.26
WV,Oak Hill Police Department,38.030933,-81.086051,WV0100500,Oak Hill,8228,1588,19.3,18,72,218.77,875.06,1093.83
WV,Moundsville Police Department,39.919407,-80.74409,WV0260500,Moundsville,8195,1709,20.85,18,124,219.65,1513.12,1732.76
WV,Dunbar Police Department,38.328061,-81.523522,WV0200300,Dunbar,7500,862,11.49,33,101,440.0,1346.67,1786.67
WV,Elkins Police Department,38.926384,-79.84951,WV0420100,Elkins,6980,1242,17.79,0,0,0.0,0.0,0.0
WV,Hurricane Police Department,38.510513,-81.906109,WV0400100,Hurricane,6901,522,7.56,0,0,0.0,0.0,0.0
WV,Nitro Police Department,38.328061,-81.523522,WV0200400,Nitro,6630,1127,17.0,15,335,226.24,5052.79,5279.03
WV,Charles Town Police Department,39.307398,-77.86322,WV0190100,Charles Town,6373,596,9.35,7,46,109.84,721.8,831.63
WV,Ranson Police Department,39.307398,-77.86322,WV0190300,Ranson,5404,950,17.58,10,48,185.05,888.23,1073.28
WV,Buckhannon Police Department,38.993168,-80.23367,WV0490100,Buckhannon,5343,846,15.83,4,79,74.86,1478.57,1553.43
WV,New Martinsville Police Department,39.63997,-80.86585,WV0520200,New Martinsville,5208,906,17.4,2,6,38.4,115.21,153.61
WY,Cheyenne Police Department,41.136475,-104.81774,WY0110100,Cheyenne,64610,5569,8.62,204,2392,315.74,3702.21,4017.95
WY,Casper Police Department,42.849266,-106.32659,WY0130100,Casper,58547,6248,10.67,147,1512,251.08,2582.54,2833.62
WY,Gillette Police Department,44.192361,-105.516978,WY0030100,Gillette,33047,3268,9.89,79,622,239.05,1882.17,2121.22
WY,Sheridan Police Department,44.814903,-106.95595,WY0170100,Sheridan,18660,1946,10.43,20,221,107.18,1184.35,1291.53
WY,Green River Police Department,41.529675,-109.46611,WY0190100,Green River,11887,632,5.32,39,102,328.09,858.08,1186.17
WY,Evanston Police Department,41.269447,-110.96667,WY0210100,Evanston,11802,1099,9.31,38,165,321.98,1398.07,1720.05
WY,Jackson Police Department,44.049325,-110.58812,WY0200100,Jackson,10728,633,5.9,10,62,93.21,577.93,671.14
WY,Riverton Police Department,43.03264,-108.38061,WY0070200,Riverton,10619,1371,12.91,69,371,649.78,3493.74,4143.52
WY,Cody Police Department,44.492387,-109.593597,WY0150100,Cody,10055,892,8.87,21,113,208.85,1123.82,1332.67
WY,Rawlins Police Department,41.70359,-106.933153,WY0040100,Rawlins,8382,1153,13.76,0,0,0.0,0.0,0.0
WY,Lander Police Department,43.055303,-108.605531,WY0070100,Lander,7551,639,8.46,0,0,0.0,0.0,0.0
WY,Powell Police Department,44.754875,-108.7561,WY0150200,Powell,6385,742,11.62,7,90,109.63,1409.55,1519.19
WY,Douglas Police Department,42.972839,-105.507367,WY0050100,Douglas,6330,708,11.18,11,92,173.78,1453.4,1627.17
WY,Torrington Police Department,42.066048,-104.17981,WY0080100,Torrington,6196,541,8.73,12,96,193.67,1549.39,1743.06
WY,Worland Police Department,44.01688,-107.95574,WY0220100,Worland,4843,329,6.79,4,22,82.59,454.26,536.86
WY,Buffalo Police Department,44.044048,-106.588541,WY0100100,Buffalo,4389,777,17.7,3,36,68.35,820.23,888.59
WY,Mills Police Department,42.97364,-106.764877,WY0130200,Mills,4106,532,12.96,5,57,121.77,1388.21,1509.99
WY,Wheatland Police Department,42.053413,-104.95379,WY0160100,Wheatland,3567,274,7.68,0,0,0.0,0.0,0.0
WY,Newcastle Police Department,43.85474,-104.20272,WY0230100,Newcastle,3283,272,8.29,10,36,304.6,1096.56,1401.16
WY,Glenrock Police Department,42.972839,-105.507367,WY0050200,Glenrock,2914,213,7.31,1,18,34.32,617.71,652.02
WY,Evansville Police Department,42.97364,-106.764877,WY0130400,Evansville,2730,185,6.78,6,30,219.78,1098.9,1318.68
WY,Kemmerer Police Department,41.813946,-110.53512,WY0120200,Kemmerer,2632,304,11.55,0,0,0.0,0.0,0.0
WY,Rock Springs Police Department,41.660339,-108.875676,WY0190200,Rock Springs,2497,408,16.34,41,351,1641.97,14056.87,15698.84
WY,Greybull Police Department,44.525654,-107.99332,WY0020300,Greybull,2187,176,8.05,0,0,0.0,0.0,0.0
WY,Lovell Police Department,44.836075,-108.38599,WY0020200,Lovell,2176,324,14.89,0,0,0.0,0.0,0.0
