State,Agency Name,Latitude,Longitude,ORI,City,Population,Poverty,Poverty Rate,Violent Crime,Property Crime,Violent Crime(Per 100k),Property Crime(Per 100k),Crime Rate(Per 100k)
MA,Springfield Police Department,42.108536,-72.584915,MA0071800,Springfield,155770,39495,25.35,1358,4626,871.8,2969.76,3841.56
MA,Cambridge Police Department,42.36524,-71.10541,MA0091100,Cambridge,116892,12382,10.59,570,2859,487.63,2445.85,2933.48
MA,Lowell Police Department,42.64813,-71.31313,MA0092600,Lowell,114804,19294,16.81,171,990,148.95,862.34,1011.29
MA,Brockton Police Department,42.085533,-71.01567,MA0120300,Brockton,104216,11811,11.33,697,2174,668.8,2086.05,2754.86
MA,Quincy Police Department,42.25548,-70.99678,MA0112000,Quincy,100544,10717,10.66,351,1147,349.1,1140.79,1489.89
MA,New Bedford Police Department,41.638344,-70.94959,MA0031100,New Bedford,100309,18472,18.42,508,1572,506.44,1567.16,2073.59
MA,Bedford Police Department,42.493195,-71.282936,MA0090600,Bedford,100309,18472,18.42,8,68,7.98,67.79,75.77
MA,Lynn Police Department,42.46463,-70.949905,MA0051400,Lynn,100233,14868,14.83,466,1001,464.92,998.67,1463.59
MA,Fall River Police Department,41.78334,-71.12577,MA0030800,Fall River,93339,17464,18.71,854,1356,914.94,1452.77,2367.71
MA,Newton Police Department,42.34906,-71.22799,MA0093300,Newton,88647,3438,3.88,51,484,57.53,545.99,603.52
MA,Lawrence Police Department,42.708637,-71.165016,MA0051300,Lawrence,87798,16625,18.94,421,938,479.51,1068.36,1547.87
MA,Somerville Police Department,42.379456,-71.092606,MA0093900,Somerville,80608,8101,10.05,196,1132,243.15,1404.33,1647.48
MA,Framingham Police Department,42.481711,-71.394917,MA0091800,Framingham,72089,7259,10.07,204,777,282.98,1077.83,1360.82
MA,Haverhill Police Department,42.727875,-71.011185,MA0051100,Haverhill,67093,7125,10.62,343,560,511.23,834.66,1345.89
MA,Malden Police Department,42.481711,-71.394917,MA0092700,Malden,65602,9595,14.63,171,907,260.66,1382.58,1643.24
MA,Waltham Police Department,42.481711,-71.394917,MA0094700,Waltham,64655,5048,7.81,160,538,247.47,832.11,1079.58
MA,Brookline Police Department,42.333908,-71.12126,MA0110400,Brookline,62620,6220,9.93,41,495,65.47,790.48,855.96
MA,Revere Police Department,42.40302,-71.00097,MA0130400,Revere,60720,7811,12.86,230,835,378.79,1375.16,1753.95
MA,Medford Police Department,42.416054,-71.11058,MA0093000,Medford,60708,4432,7.3,130,689,214.14,1134.94,1349.08
MA,Taunton Police Department,41.90118,-71.08913,MA0031900,Taunton,59076,7881,13.34,286,535,484.12,905.61,1389.74
MA,Weymouth Police Department,42.200764,-70.94817,MA0112700,Weymouth,57217,3413,5.97,187,613,326.83,1071.36,1398.19
MA,Chicopee Police Department,42.155155,-72.58503,MA0070500,Chicopee,55636,7972,14.33,317,1021,569.77,1835.14,2404.92
MA,Peabody Police Department,42.521538,-70.939514,MA0052500,Peabody,54200,4320,7.97,149,455,274.91,839.48,1114.39
MD,Baltimore City Sheriff's Office,39.23499,-76.61133,MD0040600,Baltimore City Sheriff's Office,592211,115748,19.55,0,0,0.0,0.0,0.0
MD,Baltimore Police Department,39.32253,-76.62148,MDBPD0000,Baltimore,592211,115748,19.55,8887,24319,1500.65,4106.48,5607.12
MD,Frederick Police Department,39.414253,-77.41244,MD0110300,Frederick,76376,7550,9.89,322,1551,421.6,2030.74,2452.34
MD,Gaithersburg Police Department,39.140232,-77.19374,MD0160200,Gaithersburg,68827,7444,10.82,159,1021,231.01,1483.43,1714.44
MD,Rockville Police Department,39.137381,-77.203063,MD0160500,Rockville,67095,4638,6.91,94,863,140.1,1286.24,1426.34
MD,Bowie Police Department,38.960632,-76.74079,MD0174100,Bowie,58113,1898,3.27,88,810,151.43,1393.84,1545.27
MD,Hagerstown Police Department,39.603621,-77.814671,MD0220300,Hagerstown,43015,10766,25.03,297,931,690.46,2164.36,2854.82
MD,Annapolis Police Department,38.993374,-76.560511,MD0020100,Annapolis,40581,3680,9.07,273,957,672.73,2358.25,3030.98
MD,Salisbury Police Department,38.36716,-75.632027,MD0230300,Salisbury,32583,7762,23.82,367,985,1126.35,3023.05,4149.4
MD,Laurel Police Department,39.10615,-76.8445,MD0171700,Laurel,29438,2850,9.68,194,1292,659.01,4388.89,5047.9
MD,Greenbelt Police Department,38.82588,-76.847272,MD0171400,Greenbelt,24602,3905,15.87,167,1347,678.81,5475.16,6153.97
MD,Landover Hills Police Department,38.82588,-76.847272,MD0171600,Landover Hills,24508,4502,18.37,39,74,159.13,301.94,461.07
MD,Hyattsville Police Department,38.95264,-76.94278,MD0171500,Hyattsville,20790,1881,9.05,199,918,957.19,4415.58,5372.78
MD,Westminster Police Department,39.57562,-76.99303,MD0070800,Westminster,19783,2201,11.13,53,358,267.91,1809.63,2077.54
MD,Cumberland Police Department,39.612309,-78.703108,MD0010200,Cumberland,19028,3567,18.75,117,807,614.88,4241.12,4856.0
MD,Takoma Park Police Department,38.98107,-77.01026,MD0160600,Takoma Park,17610,1363,7.74,92,994,522.43,5644.52,6166.95
MD,Easton Police Department,38.749427,-76.17913,MD0210100,Easton,16912,1618,9.57,68,342,402.08,2022.23,2424.31
MD,Elkton Police Department,39.610645,-75.83182,MD0080400,Elkton,15724,3164,20.12,138,760,877.64,4833.38,5711.02
MD,Havre de Grace Police Department,39.548725,-76.09505,MD0130300,Havre de Grace,14625,1476,10.09,27,207,184.62,1415.38,1600.0
MD,New Carrollton Police Department,38.82588,-76.847272,MD0173900,New Carrollton,13574,946,6.97,47,312,346.25,2298.51,2644.76
MD,Cambridge Police Department,38.56043,-76.06745,MD0100100,Cambridge,13026,2947,22.62,102,523,783.05,4015.05,4798.1
MD,Rock Hall Police Department,39.239178,-76.124203,MD0150400,Rock Hall,12764,238,1.86,0,4,0.0,31.34,31.34
MD,La Plata Police Department,38.472853,-77.015427,MD0090100,La Plata,10054,280,2.78,22,210,218.82,2088.72,2307.54
MD,Chevy Chase Village Police Department,38.97001,-77.07716,MD0160100,Chevy Chase Village,9889,163,1.65,0,50,0.0,505.61,505.61
MD,Bladensburg Police Department,38.942184,-76.9332,MD0170200,Bladensburg,9591,820,8.55,64,382,667.29,3982.9,4650.19
ME,Portland Police Department,43.658966,-70.25237,ME0030500,Portland,68063,8453,12.42,156,1185,229.2,1741.03,1970.23
ME,Lewiston Police Department,44.093903,-70.2145,ME0010200,Lewiston,36615,5612,15.33,126,663,344.12,1810.73,2154.85
ME,Bangor Police Department,44.798046,-68.77305,ME0100100,Bangor,31920,4812,15.08,54,1267,169.17,3969.3,4138.47
ME,South Portland Police Department,43.63255,-70.257835,ME0030600,South Portland,26428,1540,5.83,29,316,109.73,1195.7,1305.43
ME,Auburn Police Department,44.097458,-70.22578,ME0010100,Auburn,23790,2583,10.86,35,512,147.12,2152.16,2299.29
ME,Biddeford Police Department,43.427239,-70.670402,ME0160100,Biddeford,22331,2827,12.66,73,694,326.9,3107.79,3434.69
ME,Sanford Police Department,43.43846,-70.7748,ME0160500,Sanford,21812,2034,9.33,41,574,187.97,2631.58,2819.55
ME,Saco Police Department,43.497833,-70.447,ME0160400,Saco,20203,1847,9.14,25,303,123.74,1499.78,1623.52
ME,Westbrook Police Department,43.679535,-70.35402,ME0030800,Westbrook,20074,2053,10.23,39,233,194.28,1160.71,1354.99
ME,Augusta Police Department,44.417012,-69.765764,ME0060100,Augusta,18895,3519,18.62,55,810,291.08,4286.85,4577.93
ME,Brunswick Police Department,43.9161,-69.96341,ME0030100,Brunswick,16554,1408,8.51,26,288,157.06,1739.76,1896.82
ME,Waterville Police Department,44.54938,-69.628716,ME0060400,Waterville,15872,3176,20.01,33,546,207.91,3440.02,3647.93
ME,Orono Police Department,45.390602,-68.657487,ME0100600,Orono,10426,2221,21.3,2,26,19.18,249.38,268.56
ME,Brewer Police Department,44.779922,-68.76124,ME0100200,Brewer,9606,1446,15.05,2,211,20.82,2196.54,2217.36
ME,Old Orchard Beach Police Department,43.523678,-70.37783,ME0160300,Old Orchard Beach,8954,942,10.52,19,120,212.2,1340.18,1552.38
ME,Presque Isle Police Department,46.688232,-68.007095,ME0020600,Presque Isle,8859,1345,15.18,19,258,214.47,2912.29,3126.76
ME,Bath Police Department,43.9134,-69.815414,ME0120100,Bath,8718,1076,12.34,2,76,22.94,871.76,894.7
ME,Ellsworth Police Department,44.564906,-68.370703,ME0050200,Ellsworth,8340,675,8.09,20,213,239.81,2553.96,2793.76
ME,Caribou Police Department,46.727057,-68.64941,ME0020100,Caribou,7448,1011,13.57,5,53,67.13,711.6,778.73
ME,Old Town Police Department,44.92838,-68.64624,ME0100500,Old Town,7415,1552,20.93,2,98,26.97,1321.65,1348.62
ME,Gorham Police Department,43.684464,-70.42726,ME0030400,Gorham,7378,207,2.81,4,72,54.22,975.87,1030.09
ME,Rockland Police Department,44.042045,-69.038514,ME0070200,Rockland,6977,945,13.54,7,85,100.33,1218.29,1318.62
ME,Belfast Police Department,44.505451,-69.139632,ME0140100,Belfast,6890,1277,18.53,5,41,72.57,595.07,667.63
ME,Topsham Police Department,43.916694,-69.843994,ME0120200,Topsham,6854,843,12.3,3,128,43.77,1867.52,1911.29
ME,Skowhegan Police Department,44.766346,-69.71658,ME0130200,Skowhegan,6344,951,14.99,13,276,204.92,4350.57,4555.49
MI,Detroit Police Department,42.33564,-83.04305,MI8234900,Detroit,645658,202311,31.33,12632,29612,1956.45,4586.33,6542.78
MI,Warren Police Department,42.671467,-82.910869,MI5080600,Warren,138996,21113,15.19,768,2534,552.53,1823.07,2375.61
MI,Sterling Heights Police Department,42.59104,-83.01116,MI5076500,Sterling Heights,134062,13054,9.74,222,1475,165.6,1100.24,1265.83
MI,Ann Arbor Police Department,42.252327,-83.844634,MI8121800,Ann Arbor,122731,24786,20.2,369,2072,300.66,1688.25,1988.9
MI,Dearborn Police Department,42.314945,-83.19971,MI8234300,Dearborn,107985,26603,24.64,323,2285,299.12,2116.03,2415.15
MI,Livonia Police Department,42.284664,-83.261953,MI8253800,Livonia,95294,4416,4.63,238,1388,249.75,1456.55,1706.3
MI,Westland Police Department,42.32417,-83.40208,MI8281700,Westland,84961,11469,13.5,435,1357,512.0,1597.2,2109.2
MI,Farmington Hills Police Department,42.484615,-83.3609,MI6338900,Farmington Hills,83749,4793,5.72,131,931,156.42,1111.66,1268.07
MI,Flint Police Department,43.01188,-83.68639,MI2539800,Flint,83312,28884,34.67,1128,1376,1353.95,1651.62,3005.57
MI,Wyoming Police Department,42.921856,-85.69716,MI4183400,Wyoming,76625,8688,11.34,379,1977,494.62,2580.1,3074.71
MI,Southfield Police Department,42.48026,-83.24084,MI6375100,Southfield,76196,8274,10.86,406,2076,532.84,2724.55,3257.39
MI,Kalamazoo Police Department,42.28092,-85.58168,MI3949900,Kalamazoo,74020,18822,25.43,908,3058,1226.7,4131.32,5358.01
MI,Taylor Police Department,42.226578,-83.2629,MI8277500,Taylor,63071,9344,14.82,451,1254,715.07,1988.24,2703.3
MI,Dearborn Heights Police Department,42.29735,-83.288826,MI8234400,Dearborn Heights,62334,12488,20.03,259,993,415.5,1593.03,2008.53
MI,St. Clair Shores Police Department,42.496677,-82.888504,MI5072200,St. Clair Shores,59046,4471,7.57,86,595,145.65,1007.69,1153.34
MI,Royal Oak Police Department,42.660452,-83.38421,MI6371400,Royal Oak,58368,3636,6.23,92,536,157.62,918.31,1075.93
MI,Kentwood Police Department,42.880886,-85.59636,MI4185000,Kentwood,53884,5365,9.96,277,1500,514.07,2783.76,3297.82
MI,Battle Creek Police Department,42.31664,-85.1799,MI1323700,Battle Creek,52434,11331,21.61,793,1810,1512.38,3451.96,4964.34
MI,Portage Police Department,42.201576,-85.5913,MI3967800,Portage,48767,3580,7.34,132,1659,270.67,3401.89,3672.57
MI,Roseville Police Department,42.671467,-82.910869,MI5071300,Roseville,47692,6411,13.44,240,1689,503.23,3541.47,4044.7
MI,East Lansing Police Department,42.603534,-84.373811,MI3336400,East Lansing,47427,11543,24.34,104,693,219.28,1461.19,1680.48
MI,Lansing Police Department,42.733696,-84.55264,MI3351900,Lansing,47427,11543,24.34,1582,3193,3335.65,6732.45,10068.1
MI,Saginaw Police Department,43.328267,-84.05541,MI7371700,Saginaw,44796,15613,34.85,978,985,2183.23,2198.86,4382.09
MI,Midland Police Department,43.614353,-84.24713,MI5658300,Midland,42425,4348,10.25,46,246,108.43,579.85,688.27
MI,Lincoln Park Police Department,42.250534,-83.18071,MI8253400,Lincoln Park,39741,8308,20.91,230,755,578.75,1899.8,2478.55
MN,Minneapolis Police Department,44.987347,-93.249756,MN0271100,Minneapolis,425091,69868,16.44,4791,22318,1127.05,5250.17,6377.22
MN,Rochester Police Department,44.019302,-92.460846,MN0550100,Rochester,119732,10190,8.51,199,1945,166.2,1624.46,1790.67
MN,Bloomington Police Department,44.822388,-93.30388,MN0270100,Bloomington,89436,7178,8.03,267,3413,298.54,3816.14,4114.67
MN,Duluth Police Department,47.578635,-92.51457,MN0690600,Duluth,86711,14172,16.34,229,2533,264.1,2921.2,3185.29
MN,Brooklyn Park Police Department,45.10883,-93.34976,MN0270300,Brooklyn Park,85247,7391,8.67,314,2258,368.34,2648.77,3017.11
MN,Plymouth Police Department,45.022762,-93.47739,MN0271700,Plymouth,80034,3034,3.79,55,847,68.72,1058.3,1127.02
MN,Woodbury Police Department,45.037929,-92.890117,MN0821100,Woodbury,74014,3120,4.22,47,1044,63.5,1410.54,1474.05
MN,Maple Grove Police Department,45.006069,-93.475187,MN0272700,Maple Grove,69900,3233,4.63,68,1285,97.28,1838.34,1935.62
MN,Lakeville Police Department,44.656586,-93.24271,MN0191100,Lakeville,69026,2686,3.89,72,539,104.31,780.87,885.17
MN,Blaine Police Department,45.27411,-93.242723,MN0020200,Blaine,68999,3821,5.54,62,1247,89.86,1807.27,1897.13
MN,St. Cloud Police Department,45.555235,-94.610482,MN0730400,St. Cloud,68430,14170,20.71,240,2434,350.72,3556.92,3907.64
MN,Eagan Police Department,44.818928,-93.167145,MN0190800,Eagan,68205,3921,5.75,76,1331,111.43,1951.47,2062.9
MN,Eden Prairie Police Department,44.856937,-93.460175,MN0272600,Eden Prairie,64048,3185,4.97,38,856,59.33,1336.5,1395.83
MN,Burnsville Police Department,44.670893,-93.062481,MN0190100,Burnsville,63926,4384,6.86,169,1283,264.37,2007.01,2271.38
MN,Coon Rapids Police Department,45.172855,-93.30436,MN0020500,Coon Rapids,63269,3916,6.19,115,964,181.76,1523.65,1705.42
MN,Apple Valley Police Department,44.73532,-93.20977,MN0191000,Apple Valley,55237,2582,4.67,134,1017,242.59,1841.16,2083.75
MN,Minnetonka Police Department,44.939854,-93.46169,MN0271200,Minnetonka,53809,2409,4.48,41,884,76.2,1642.85,1719.04
MN,Edina Police Department,44.911552,-93.34768,MN0270600,Edina,53059,2257,4.25,42,937,79.16,1765.96,1845.12
MN,St. Louis Park Police Department,44.947575,-93.34395,MN0272100,St. Louis Park,49539,3164,6.39,68,1597,137.27,3223.72,3360.99
MN,Moorhead Police Department,46.884712,-96.765564,MN0140400,Moorhead,44129,7302,16.55,233,819,528.0,1855.92,2383.92
MN,Mankato Police Department,44.161644,-94.00835,MN0070100,Mankato,43938,9106,20.72,136,1282,309.53,2917.75,3227.27
MN,Shakopee Police Department,44.796043,-93.51105,MN0700400,Shakopee,43396,2293,5.28,63,614,145.17,1414.88,1560.05
MN,Maplewood Police Department,45.01525,-93.100141,MN0620400,Maplewood,41673,4201,10.08,149,1221,357.55,2929.95,3287.5
MN,Cottage Grove Police Department,44.833565,-92.95351,MN0820700,Cottage Grove,38582,1199,3.11,31,294,80.35,762.01,842.36
MN,Richfield Police Department,44.88162,-93.26794,MN0271800,Richfield,36899,2659,7.21,86,780,233.07,2113.88,2346.95
MO,North Kansas City Police Department,39.143047,-94.57261,MO0240700,North Kansas City,502597,74087,14.74,42,582,8.36,115.8,124.16
MO,Kansas City Police Department,39.100594,-94.57735,MOKPD0000,Kansas City,502597,74087,14.74,7535,25393,1499.21,5052.36,6551.57
MO,Springfield Police Department,37.215492,-93.29072,MO0390300,Springfield,168603,33364,19.79,2001,7039,1186.81,4174.9,5361.71
MO,Columbia Police Department,38.989657,-92.310779,MO0100200,Columbia,124342,23021,18.51,502,3284,403.73,2641.1,3044.83
MO,Independence Police Department,39.09326,-94.413155,MO0480600,Independence,122230,17278,14.14,242,1606,197.99,1313.92,1511.9
MO,Lee's Summit Police Department,38.93069,-94.37891,MO0480800,Lee's Summit,100772,4208,4.18,168,2283,166.71,2265.51,2432.22
MO,O'Fallon Police Department,38.802345,-90.62706,MO0920100,O'Fallon,90802,4546,5.01,82,663,90.31,730.16,820.47
MO,St. Joseph Police Department,39.76904,-94.85424,MO0110100,St. Joseph,73138,11967,16.36,528,2648,721.92,3620.55,4342.48
MO,St. Charles Police Department,38.774826,-90.527084,MO0920300,St. Charles,70218,4044,5.76,149,690,212.2,982.65,1194.85
MO,Blue Springs Police Department,39.017525,-94.27792,MO0480100,Blue Springs,58265,3260,5.6,113,1405,193.94,2411.4,2605.34
MO,St. Peters Police Department,38.781102,-90.674915,MO0920400,St. Peters,57289,2094,3.66,131,876,228.67,1529.09,1757.75
MO,Florissant Police Department,38.79943,-90.317116,MO0953000,Florissant,52382,5461,10.43,136,1169,259.63,2231.68,2491.31
MO,Joplin Police Department,37.088596,-94.51099,MO0490700,Joplin,51539,8806,17.09,261,2730,506.41,5296.96,5803.37
MO,Chesterfield Police Department,38.640702,-90.445954,MO0959A00,Chesterfield,49675,1896,3.82,35,585,70.46,1177.65,1248.11
MO,Wentzville Police Department,38.781102,-90.674915,MO0920500,Wentzville,43213,1900,4.4,97,480,224.47,1110.78,1335.25
MO,Jefferson City Police Department,38.574104,-92.171036,MO0260100,Jefferson City,43076,4827,11.21,135,875,313.4,2031.29,2344.69
MO,Cape Girardeau Police Department,37.3036,-89.52708,MO0160100,Cape Girardeau,39415,8104,20.56,258,1058,654.57,2684.26,3338.83
MO,University City Police Department,38.65647,-90.309975,MO0957300,University City,34953,4786,13.69,92,756,263.21,2162.9,2426.12
MO,Ballwin Police Department,38.640702,-90.445954,MO0950200,Ballwin,30998,1761,5.68,22,193,70.97,622.62,693.59
MO,Liberty Police Department,39.2461,-94.41923,MO0240600,Liberty,30129,2216,7.36,48,594,159.31,1971.52,2130.84
MO,Raytown Police Department,39.015877,-94.463005,MO0481000,Raytown,29893,2565,8.58,217,1122,725.92,3753.39,4479.31
MO,Kirkwood Police Department,38.602047,-90.35826,MO0954300,Kirkwood,29233,1603,5.48,47,437,160.78,1494.89,1655.66
MO,Maryland Heights Police Department,38.714573,-90.43463,MO0950H00,Maryland Heights,28141,1675,5.95,69,505,245.19,1794.53,2039.73
MO,Gladstone Police Department,39.00026,-94.57986,MO0240400,Gladstone,26825,2768,10.32,92,548,342.96,2042.87,2385.83
MO,Grandview Police Department,38.889206,-94.53133,MO0480400,Grandview,25931,3583,13.82,133,959,512.9,3698.28,4211.18
MS,Jackson Police Department,32.29755,-90.184235,MS0250100,Jackson,156803,39261,25.04,0,0,0.0,0.0,0.0
MS,Gulfport Police Department,30.369255,-89.08911,MS0240200,Gulfport,72468,18014,24.86,0,0,0.0,0.0,0.0
MS,Southaven Police Department,34.874266,-89.99324,MS0170100,Southaven,54141,6496,12.0,123,1859,227.18,3433.63,3660.81
MS,Biloxi Police Department,30.398106,-88.90185,MS0240100,Biloxi,49061,6878,14.02,0,0,0.0,0.0,0.0
MS,Hattiesburg Police Department,31.18858,-89.259447,MS0180100,Hattiesburg,47074,14098,29.95,123,2052,261.29,4359.09,4620.38
MS,Olive Branch Police Department,34.874266,-89.99324,MS0170200,Olive Branch,39136,2836,7.25,100,822,255.52,2100.37,2355.89
MS,Tupelo Police Department,34.288965,-88.680887,MS0410100,Tupelo,37872,5249,13.86,167,1618,440.96,4272.29,4713.24
MS,Meridian Police Department,32.363552,-88.70209,MS0380100,Meridian,35625,10463,29.37,0,0,0.0,0.0,0.0
MS,Greenville Police Department,33.273131,-90.94443,MS0760100,Greenville,30175,9595,31.8,0,0,0.0,0.0,0.0
MS,Clinton Police Department,32.339264,-90.32945,MS0250300,Clinton,27830,2471,8.88,29,325,104.2,1167.8,1272.01
MS,Madison Police Department,32.63437,-90.03416,MS0450400,Madison,27459,1278,4.65,12,172,43.7,626.39,670.09
MS,Pearl Police Department,32.274925,-90.1317,MS0610200,Pearl,27017,2757,10.2,0,0,0.0,0.0,0.0
MS,Horn Lake Police Department,34.96262,-90.04809,MS0170400,Horn Lake,26623,3872,14.54,25,528,93.9,1983.25,2077.15
MS,Oxford Police Department,34.374596,-89.52693,MS0360100,Oxford,25859,7336,28.37,39,478,150.82,1848.49,1999.3
MS,Brandon Police Department,32.262057,-89.946552,MS0610100,Brandon,24887,1157,4.65,22,89,88.4,357.62,446.02
MS,Starkville Police Department,33.46273,-88.81639,MS0530100,Starkville,24578,6680,27.18,17,584,69.17,2376.11,2445.28
MS,Ridgeland Police Department,32.63437,-90.03416,MS0450200,Ridgeland,24330,1650,6.78,88,417,361.69,1713.93,2075.63
MS,Columbus Police Department,33.471424,-88.439723,MS0440100,Columbus,23858,6009,25.19,0,0,0.0,0.0,0.0
MS,Pascagoula Police Department,30.458491,-88.619991,MS0300300,Pascagoula,22001,5189,23.59,47,888,213.63,4036.18,4249.81
MS,Vicksburg Police Department,32.357005,-90.851791,MS0750100,Vicksburg,21748,5904,27.15,128,673,588.56,3094.54,3683.1
MS,Gautier Police Department,30.393581,-88.663605,MS0300600,Gautier,18932,3359,17.74,53,420,279.95,2218.47,2498.42
MS,Ocean Springs Police Department,30.458491,-88.619991,MS0300200,Ocean Springs,18275,1320,7.22,7,305,38.3,1668.95,1707.25
MS,Laurel Police Department,31.687548,-89.1341,MS0340200,Laurel,17375,5766,33.19,173,842,995.68,4846.04,5841.73
MS,Hernando Police Department,34.82351,-89.99768,MS0170300,Hernando,16730,1212,7.24,11,101,65.75,603.71,669.46
MS,Long Beach Police Department,30.416536,-89.083376,MS0240300,Long Beach,16654,1548,9.3,3,181,18.01,1086.83,1104.84
MT,Billings Police Department,45.936987,-108.276656,MT0560100,Billings,115689,12517,10.82,1078,4401,931.81,3804.16,4735.97
MT,Great Falls Police Department,47.316443,-111.350571,MT0070100,Great Falls,60381,8546,14.15,342,2837,566.4,4698.5,5264.9
MT,Bozeman Police Department,45.535559,-111.173443,MT0160100,Bozeman,51574,7071,13.71,226,1097,438.21,2127.04,2565.25
MT,Kalispell Police Department,48.314696,-114.054319,MT0150300,Kalispell,24260,2513,10.36,127,748,523.5,3083.26,3606.76
MT,Belgrade Police Department,45.77697,-111.17548,MT0160200,Belgrade,10555,1265,11.98,35,183,331.6,1733.78,2065.37
MT,Havre Police Department,48.550076,-109.67535,MT0210100,Havre,9417,1176,12.49,78,457,828.29,4852.93,5681.21
MT,Deer Lodge Police Department,46.399918,-112.735176,MT0390100,Deer Lodge,9380,2020,21.54,12,34,127.93,362.47,490.41
MT,Miles City Police Department,46.40739,-105.83021,MT0090100,Miles City,8441,1156,13.7,9,84,106.62,995.14,1101.77
MT,Livingston Police Department,45.421905,-110.532798,MT0340100,Livingston,8110,1132,13.96,47,198,579.53,2441.43,3020.96
MT,Whitefish Police Department,48.314696,-114.054319,MT0150200,Whitefish,7783,372,4.78,17,124,218.42,1593.22,1811.64
MT,Laurel Police Department,45.66986,-108.77348,MT0560200,Laurel,7164,673,9.39,35,223,488.55,3112.79,3601.34
MT,Sidney Police Department,47.785513,-104.563387,MT0420100,Sidney,6240,467,7.48,33,35,528.85,560.9,1089.74
MT,Lewistown Police Department,47.064312,-109.42455,MT0140100,Lewistown,5967,1090,18.27,34,34,569.8,569.8,1139.6
MT,Columbia Falls Police Department,48.373276,-114.18298,MT0150100,Columbia Falls,5304,582,10.97,23,105,433.63,1979.64,2413.27
MT,Polson Police Department,47.695354,-114.16184,MT0240100,Polson,5161,691,13.39,49,222,949.43,4301.49,5250.92
MT,Hamilton Police Department,46.245712,-114.15697,MT0410100,Hamilton,4632,780,16.84,33,140,712.44,3022.45,3734.89
MT,Dillon Police Department,45.21792,-112.63559,MT0010100,Dillon,3930,839,21.35,15,23,381.68,585.24,966.92
MT,Glasgow Police Department,48.34998,-106.670514,MT0530100,Glasgow,3192,247,7.74,17,42,532.58,1315.79,1848.37
MT,Cut Bank Police Department,48.635544,-112.330734,MT0180200,Cut Bank,3049,656,21.52,19,114,623.16,3738.93,4362.09
MT,Conrad Police Department,48.16878,-111.94701,MT0370100,Conrad,2758,460,16.68,6,25,217.55,906.45,1124.0
MT,Libby Police Department,48.542232,-115.404343,MT0270100,Libby,2745,607,22.11,5,27,182.15,983.61,1165.76
MT,Wolf Point Police Department,48.089935,-105.64279,MT0430200,Wolf Point,2638,765,29.0,34,34,1288.86,1288.86,2577.71
MT,Missoula Police Department,46.873913,-113.99474,MT0320100,Missoula,2162,224,10.36,429,2921,19842.74,135106.38,154949.12
MT,Colstrip Police Department,46.161718,-106.701989,MT0440300,Colstrip,2094,155,7.4,1,5,47.76,238.78,286.53
MT,Columbus Police Department,45.658928,-109.382156,MT0480100,Columbus,2069,124,5.99,7,47,338.33,2271.63,2609.96
NC,Raleigh Police Department,35.789846,-78.650624,NC0920100,Raleigh,462219,53762,11.63,2551,12555,551.9,2716.24,3268.15
NC,Greensboro Police Department,36.070328,-79.79291,NC0410200,Greensboro,295483,48985,16.58,2507,11411,848.44,3861.81,4710.25
NC,Durham Police Department,35.99697,-78.90893,NC0320100,Durham,279106,36315,13.01,1884,11185,675.01,4007.44,4682.45
NC,Fayetteville Police Department,35.054447,-78.88379,NC0260100,Fayetteville,208497,36951,17.72,1834,6490,879.63,3112.75,3992.38
NC,Cary Police Department,35.789846,-78.650624,NC0920300,Cary,171603,9717,5.66,192,2260,111.89,1316.99,1428.88
NC,Wilmington Police Department,34.177466,-77.871378,NC0650200,Wilmington,115976,20861,17.99,598,4313,515.62,3718.87,4234.5
NC,High Point Police Department,35.95928,-79.99295,NC0410300,High Point,113148,15774,13.94,517,2964,456.92,2619.58,3076.5
NC,Concord Police Department,35.387845,-80.552868,NC0130100,Concord,102566,8405,8.19,125,1100,121.87,1072.48,1194.35
NC,Asheville Police Department,35.609371,-82.530426,NC0110100,Asheville,93272,11160,11.97,791,4262,848.06,4569.43,5417.49
NC,Greenville Police Department,35.591095,-77.372376,NC0740300,Greenville,87815,21423,24.4,493,2885,561.41,3285.32,3846.72
NC,Gastonia Police Department,35.293344,-81.177256,NC0360600,Gastonia,79483,11152,14.03,666,3217,837.92,4047.41,4885.32
NC,Jacksonville Police Department,34.763109,-77.499469,NC0670100,Jacksonville,73224,8785,12.0,61,349,83.31,476.62,559.93
NC,Chapel Hill Police Department,35.92805,-79.05418,NC0680100,Chapel Hill,60920,9793,16.08,116,1683,190.41,2762.64,2953.05
NC,Huntersville Police Department,35.246862,-80.833832,NC0600600,Huntersville,60166,2511,4.17,129,924,214.41,1535.75,1750.16
NC,Apex Police Department,35.733063,-78.85477,NC0920200,Apex,58066,1909,3.29,39,676,67.16,1164.19,1231.36
NC,Burlington Police Department,36.041974,-79.399935,NC0010100,Burlington,56563,9645,17.05,498,2246,880.43,3970.79,4851.23
NC,Rocky Mount Police Department,35.965945,-77.987555,NC0330100,Rocky Mount,54375,10102,18.58,472,1771,868.05,3257.01,4125.06
NC,Kannapolis Police Department,35.493385,-80.62674,NC0130200,Kannapolis,52173,6649,12.74,128,1124,245.34,2154.37,2399.71
NC,Mooresville Police Department,35.806356,-80.874545,NC0490100,Mooresville,48431,3933,8.12,107,1169,220.93,2413.74,2634.68
NC,Wilson Police Department,35.700351,-77.921602,NC0980100,Wilson,47914,9924,20.71,250,1272,521.77,2654.76,3176.52
