State,Agency Name,Latitude,Longitude,ORI,City,Population,Poverty,Poverty Rate
TX,Austin Police Department,30.268007,-97.735275,TX2270100,Austin,944658.0,115570.0,12.23
TX,Fort Worth Police Department,32.77204,-97.291291,TX2201200,Fort Worth,908469.0,119348.0,13.14
TX,El Paso Police Department,31.75874,-106.48478,TX0710200,El Paso,676395.0,122719.0,18.14
TX,Arlington Police Department,32.73912,-97.113525,TX2200100,Arlington,392304.0,54054.0,13.78
TX,Corpus Christi Police Department,27.793016,-97.394035,TX1780200,Corpus Christi,318168.0,52633.0,16.54
TX,Plano Police Department,33.0179,-96.70228,TX0430600,Plano,282181.0,18730.0,6.64
TX,Lubbock Police Department,33.611469,-101.819944,TX1520200,Lubbock,255537.0,47489.0,18.58
TX,Laredo Police Department,27.536282,-99.47004,TX2400100,Laredo,254697.0,56020.0,21.99
TX,Irving Police Department,32.815025,-96.94995,TX0571500,Irving,254184.0,27217.0,10.71
TX,Garland Police Department,32.908943,-96.65579,TX0571100,Garland,245075.0,31108.0,12.69
TX,Amarillo Police Department,35.398675,-101.893804,TX1880100,Amarillo,200371.0,31257.0,15.6
TX,Grand Prairie Police Department,32.766987,-96.778424,TX0571200,Grand Prairie,195992.0,22517.0,11.49
TX,Frisco Police Department,33.194745,-96.579846,TX0430400,Frisco,193140.0,6742.0,3.49
TX,McKinney Police Department,33.194745,-96.579846,TX0430500,McKinney,189394.0,12435.0,6.57
TX,Brownsville Police Department,25.90872,-97.49824,TX0310100,Brownsville,185849.0,48908.0,26.32
TX,Pasadena Police Department,29.690775,-95.19727,TX1011500,Pasadena,151964.0,27018.0,17.78
TX,Killeen Police Department,31.042303,-97.481374,TX0140400,Killeen,150082.0,23476.0,15.64
TX,McAllen Police Department,26.396384,-98.18099,TX1080800,McAllen,141941.0,29546.0,20.82
TX,Denton Police Department,33.214447,-97.12535,TX0610200,Denton,139704.0,20663.0,14.79
TX,Waco Police Department,31.549493,-97.201472,TX1551200,Waco,136800.0,31843.0,23.28
TX,Carrollton Police Department,32.766987,-96.778424,TX0570400,Carrollton,131388.0,8250.0,6.28
TX,Midland Police Department,32.002758,-102.07577,TX1650100,Midland,130765.0,13681.0,10.46
UT,West Valley Police Department,40.694046,-111.96,UT0182500,West Valley,139361.0,14963.0,10.74
UT,West Jordan Police Department,40.605957,-111.93876,UT0180600,West Jordan,116045.0,7444.0,6.41
UT,Provo Police Department,40.120409,-111.668667,UT0250600,Provo,113538.0,25201.0,22.2
UT,Orem Police Department,40.297047,-111.74691,UT0250300,Orem,96734.0,9973.0,10.31
UT,Sandy Police Department,40.569614,-111.89574,UT0180500,Sandy,96272.0,3931.0,4.08
UT,St. George Police Department,37.112602,-113.57904,UT0270100,St. George,92875.0,9632.0,10.37
UT,Layton Police Department,41.06627,-111.95716,UT0060300,Layton,80858.0,5680.0,7.02
UT,South Jordan Police Department,40.667883,-111.92424,UT0181800,South Jordan,75617.0,2105.0,2.78
UT,Lehi Police Department,40.394375,-111.84098,UT0250200,Lehi,73911.0,3847.0,5.2
UT,Taylorsville City Police Department,40.667883,-111.92424,UT0183900,Taylorsville City,60295.0,5409.0,8.97
UT,Logan Police Department,41.68679,-111.82526,UT0030100,Logan,52420.0,12188.0,23.25
UT,Murray Police Department,40.667883,-111.92424,UT0180200,Murray,50183.0,3381.0,6.74
UT,Draper Police Department,40.525146,-111.86235,UT0181200,Draper,49978.0,2213.0,4.43
UT,Bountiful Police Department,40.881683,-111.880646,UT0060100,Bountiful,45496.0,2273.0,5.0
UT,Riverton Police Department,40.667883,-111.92424,UT0181700,Riverton,44773.0,1438.0,3.21
UT,Spanish Fork Police Department,40.109997,-111.66741,UT0250700,Spanish Fork,41953.0,2508.0,5.98
UT,Roy Police Department,41.17196,-112.02604,UT0290200,Roy,39076.0,2257.0,5.78
UT,Pleasant Grove Police Department,40.362473,-111.739105,UT0250500,Pleasant Grove,37228.0,2246.0,6.03
UT,Saratoga Springs Police Department,40.120409,-111.668667,UT0252200,Saratoga Springs,36977.0,1723.0,4.66
UT,Tooele Police Department,40.536877,-112.298515,UT0230100,Tooele,35223.0,1775.0,5.04
UT,Springville Police Department,37.20105,-113.18794,UT0250800,Springville,34750.0,2650.0,7.63
UT,Cedar City Police Department,37.677555,-113.061646,UT0110100,Cedar City,34246.0,6409.0,18.71
UT,Cottonwood Heights Police Department,40.667883,-111.92424,UT0184200,Cottonwood Heights,33597.0,2031.0,6.05
UT,Kaysville Police Department,41.0332,-111.93719,UT0060600,Kaysville,32438.0,1023.0,3.15
UT,Clearfield Police Department,41.115345,-112.02599,UT0060200,Clearfield,31802.0,3659.0,11.51
VA,Virginia Beach Police Department,36.7545,-76.05844,VA1280000,Virginia Beach,457658.0,34987.0,7.64
VA,Chesapeake Police Department,36.71744,-76.24797,VA1030000,Chesapeake,247172.0,19272.0,7.8
VA,Norfolk Police Department,36.923015,-76.244641,VA1170000,Norfolk,238556.0,36988.0,15.5
VA,Richmond Police Department,37.545868,-77.44456,VA1220000,Richmond,225676.0,42803.0,18.97
VA,Newport News Police Department,37.02934,-76.45062,VA1160000,Newport News,185069.0,27876.0,15.06
VA,Alexandria Police Department,38.818343,-77.082026,VA0990000,Alexandria,158185.0,15002.0,9.48
VA,Hampton Police Department,37.04803,-76.297149,VA1110000,Hampton,136748.0,18982.0,13.88
VA,Roanoke Police Department,37.278458,-79.958174,VA1230000,Roanoke,99578.0,18045.0,18.12
VA,Portsmouth Police Department,36.85943,-76.356269,VA1200000,Portsmouth,97454.0,16062.0,16.48
VA,Suffolk Police Department,36.697157,-76.634781,VA1270000,Suffolk,93268.0,8887.0,9.53
VA,Lynchburg Police Department,37.399016,-79.195458,VA1140000,Lynchburg,78973.0,12123.0,15.35
VA,Harrisonburg Police Department,38.450462,-78.86833,VA1120000,Harrisonburg,52062.0,11608.0,22.3
VA,Leesburg Police Department,39.08113,-77.638857,VA0530100,Leesburg,48223.0,1732.0,3.59
VA,Charlottesville Police Department,38.037658,-78.485381,VA1020000,Charlottesville,46597.0,10161.0,21.81
VA,Blacksburg Police Department,37.174884,-80.387314,VA0600100,Blacksburg,44385.0,15905.0,35.83
VA,Burkeville Police Department,37.143695,-78.052162,VA0670300,Burkeville,44191.0,783.0,1.77
VA,Manassas Police Department,38.748627,-77.46407,VA0750100,Manassas,42596.0,2385.0,5.6
VA,Danville Police Department,36.583334,-79.408071,VA1070000,Danville,42556.0,9497.0,22.32
VA,Petersburg Police Department,37.20473,-77.392368,VA1190000,Petersburg,33229.0,6995.0,21.05
VA,Fredericksburg Police Department,38.299272,-77.486658,VA1090000,Fredericksburg,28027.0,3655.0,13.04
VA,Staunton Police Department,38.158056,-79.061501,VA1260000,Staunton,25358.0,2957.0,11.66
VA,Salem Police Department,37.285333,-80.055241,VA0800100,Salem,25335.0,2273.0,8.97
VA,Herndon Police Department,38.960934,-77.372475,VA0290200,Herndon,24574.0,1802.0,7.33
VA,Fairfax City Police Department,38.85312,-77.295586,VA1075000,Fairfax City,23980.0,2331.0,9.72
VA,Christiansburg Police Department,37.131126,-80.40731,VA0600300,Christiansburg,23174.0,2970.0,12.82
VT,Burlington Police Department,44.48222,-73.22062,VT0040100,Burlington,44703.0,8943.0,20.01
VT,South Burlington Police Department,44.455273,-73.13991,VT0040300,South Burlington,20042.0,1526.0,7.61
VT,Rutland Police Department,43.605415,-72.97736,VT0110200,Rutland,15934.0,1881.0,11.8
VT,Essex Police Department,44.493866,-73.10552,VT0040200,Essex,10473.0,798.0,7.62
VT,Bennington Police Department,43.035325,-73.11146,VT0020100,Bennington,8772.0,968.0,11.04
VT,Barre Police Department,44.20841,-72.513885,VT0120100,Barre,8514.0,1970.0,23.14
VT,Winooski Police Department,44.4914,-73.187935,VT0040400,Winooski,8015.0,1631.0,20.35
VT,Brattleboro Police Department,42.854416,-72.55899,VT0130200,Brattleboro,7346.0,1988.0,27.06
VT,St. Albans Police Department,44.858964,-72.909402,VT0060100,St. Albans,6866.0,1103.0,16.06
VT,Shelburne Police Department,44.463329,-73.069484,VT0040700,Shelburne,6335.0,375.0,5.92
VT,St. Johnsbury Police Department,44.41893,-72.02098,VT0030300,St. Johnsbury,5813.0,1139.0,19.59
VT,Northfield Police Department,44.14332,-72.65675,VT0120300,Northfield,4680.0,506.0,10.81
VT,Newport Police Department,44.934982,-72.21176,VT0100100,Newport,4446.0,477.0,10.73
VT,Milton Police Department,44.619205,-73.12278,VT0040600,Milton,4053.0,300.0,7.4
VT,Bellows Falls Police Department,42.999143,-72.716335,VT0130100,Bellows Falls,2734.0,515.0,18.84
VT,Vergennes Police Department,44.031248,-73.141581,VT0010300,Vergennes,2573.0,264.0,10.26
VT,Fair Haven Police Department,43.594852,-73.26547,VT0110400,Fair Haven,2412.0,264.0,10.95
VT,Swanton Police Department,44.921528,-73.11119,VT0060300,Swanton,2356.0,274.0,11.63
VT,Windsor Police Department,43.588143,-72.591514,VT0140400,Windsor,2145.0,130.0,6.06
VT,Randolph Police Department,44.003392,-72.369687,VT0090100,Randolph,2102.0,186.0,8.85
VT,Bristol Police Department,44.133076,-73.07871,VT0010100,Bristol,1995.0,273.0,13.68
VT,Brandon Police Department,43.7997,-73.08917,VT0110100,Brandon,1711.0,199.0,11.63
VT,Castleton Police Department,43.580844,-73.038196,VT0110300,Castleton,1206.0,139.0,11.53
VT,Chester Police Department,43.588143,-72.591514,VT0140600,Chester,1113.0,22.0,1.98
VT,Manchester Police Department,43.178684,-73.04883,VT0020400,Manchester,1113.0,22.0,1.98
WA,Seattle Police Department,47.493554,-121.832375,WASPD0000,Seattle,726054.0,70824.0,9.75
WA,Spokane Police Department,47.665245,-117.42813,WA0320400,Spokane,225709.0,34367.0,15.23
WA,Tacoma Police Department,47.051437,-122.153228,WA0270300,Tacoma,217332.0,26647.0,12.26
WA,Vancouver Police Department,45.771674,-122.485903,WA0060300,Vancouver,188331.0,23606.0,12.53
WA,Bellevue Police Department,47.493554,-121.832375,WA0170200,Bellevue,149365.0,10339.0,6.92
WA,Kent Police Department,47.38059,-122.23741,WA0170700,Kent,134890.0,15081.0,11.18
WA,Everett Police Department,47.977795,-122.20719,WA0310300,Everett,110438.0,11670.0,10.57
WA,Spokane Valley Police Department,47.620375,-117.403371,WA0321500,Spokane Valley,102178.0,10751.0,10.52
WA,Federal Way Police Department,47.493554,-121.832375,WA0173600,Federal Way,99792.0,11202.0,11.23
WA,Yakima Police Department,46.456558,-120.740145,WA0390500,Yakima,96266.0,16543.0,17.18
WA,Kirkland Police Department,47.678806,-122.20785,WA0170800,Kirkland,91656.0,6175.0,6.74
WA,Bellingham Police Department,48.755722,-122.479614,WA0370100,Bellingham,90545.0,16946.0,18.72
WA,Auburn Police Department,47.281998,-122.25281,WA0170100,Auburn,85306.0,8099.0,9.49
WA,Kennewick Police Department,46.20264,-119.120224,WA0030100,Kennewick,83082.0,11498.0,13.84
WA,Pasco Police Department,46.235126,-119.0925,WA0110200,Pasco,76398.0,11617.0,15.21
WA,Redmond Police Department,47.493554,-121.832375,WA0171200,Redmond,72166.0,4312.0,5.98
WA,Marysville Police Department,48.061275,-122.174385,WA0310500,Marysville,69957.0,4223.0,6.04
WA,Sammamish Police Department,47.60465,-122.035515,WA0175000,Sammamish,66532.0,2047.0,3.08
WA,Lakewood Police Department,47.172527,-122.50711,WA0272300,Lakewood,62972.0,8455.0,13.43
WA,Richland Police Department,46.278522,-119.27373,WA0030200,Richland,59718.0,4798.0,8.03
WA,Shoreline Police Department,47.493554,-121.832375,WA0174300,Shoreline,58213.0,4815.0,8.27
WA,Olympia Police Department,47.04081,-122.89205,WA0340100,Olympia,54579.0,7464.0,13.68
WA,Lacey Police Department,46.932598,-122.829441,WA0340400,Lacey,52572.0,4928.0,9.37
WA,Burien Police Department,47.602222,-122.33089,WA0174100,Burien,51646.0,5990.0,11.6
WA,Bothell Police Department,47.7614,-122.20562,WA0170300,Bothell,47355.0,2109.0,4.45
WI,Milwaukee Police Department,43.04385,-87.90265,WIMPD0000,Milwaukee,578198.0,135694.0,23.47
WI,Madison Police Department,43.072285,-89.38322,WI0130100,Madison,265447.0,42196.0,15.9
WI,Green Bay Police Department,44.511395,-88.01636,WI0050200,Green Bay,107083.0,16003.0,14.94
WI,Kenosha Police Department,42.579703,-87.424898,WI0300100,Kenosha,99605.0,14250.0,14.31
WI,Racine Police Department,42.72528,-87.789406,WI0520200,Racine,77705.0,15040.0,19.36
WI,Appleton Police Department,44.260445,-88.41205,WI0450100,Appleton,74752.0,6923.0,9.26
WI,Waukesha Police Department,43.028793,-88.24285,WI0680500,Waukesha,71307.0,7301.0,10.24
WI,Eau Claire Police Department,44.726355,-91.286414,WI0180100,Eau Claire,69030.0,10114.0,14.65
WI,Oshkosh Police Department,44.085707,-88.668149,WI0710300,Oshkosh,66694.0,9816.0,14.72
WI,Janesville Police Department,42.669931,-89.075119,WI0540200,Janesville,65506.0,5806.0,8.86
WI,West Allis Police Department,43.017652,-87.481549,WI0411600,West Allis,60220.0,6154.0,10.22
WI,La Crosse Police Department,43.908222,-91.111758,WI0320100,La Crosse,52505.0,10623.0,20.23
WI,Sheboygan Police Department,43.746002,-87.730546,WI0600200,Sheboygan,49849.0,5377.0,10.79
WI,Wauwatosa Police Department,43.05288,-88.05745,WI0411500,Wauwatosa,48072.0,2875.0,5.98
WI,Fond du Lac Police Department,43.775253,-88.44703,WI0200100,Fond du Lac,44412.0,4879.0,10.99
WI,Brookfield Police Department,43.05865,-88.12605,WI0680100,Brookfield,41020.0,1280.0,3.12
WI,New Berlin Police Department,43.019308,-88.306707,WI0680400,New Berlin,40289.0,1550.0,3.85
WI,Wausau Police Department,44.898036,-89.757823,WI0370300,Wausau,39745.0,4841.0,12.18
WI,Menomonee Falls Police Department,43.019308,-88.306707,WI0680300,Menomonee Falls,38219.0,1346.0,3.52
WI,Greenfield Police Department,42.95941,-87.98092,WI0410800,Greenfield,37623.0,3175.0,8.44
WI,Franklin Police Department,42.894115,-88.03276,WI0410500,Franklin,36685.0,1695.0,4.62
WI,Beloit Police Department,42.49649,-89.03653,WI0540100,Beloit,36567.0,6188.0,16.92
WI,Oak Creek Police Department,42.871998,-87.9091,WI0411000,Oak Creek,36266.0,1769.0,4.88
WI,Sun Prairie Police Department,43.183002,-89.21107,WI0130600,Sun Prairie,35528.0,1981.0,5.58
WI,Manitowoc Police Department,44.089737,-87.65937,WI0360100,Manitowoc,34267.0,4739.0,13.83
WV,Charleston Police Department,38.328061,-81.523522,WV0200200,Charleston,49055.0,8312.0,16.94
WV,Huntington Police Department,38.419578,-82.243397,WV0060200,Huntington,46923.0,13302.0,28.35
WV,Parkersburg Police Department,39.211679,-81.515928,WV0540100,Parkersburg,29910.0,6427.0,21.49
WV,Morgantown Police Department,39.633645,-80.059074,WV0310100,Morgantown,29316.0,8410.0,28.69
WV,Wheeling Police Department,40.064915,-80.720924,WV0350100,Wheeling,27142.0,4282.0,15.78
WV,Weirton Police Department,40.4022,-80.58772,WV0150200,Weirton,19150.0,2535.0,13.24
WV,Martinsburg Police Department,39.459187,-77.963066,WV0020100,Martinsburg,18502.0,4433.0,23.96
WV,Fairmont Police Department,39.4868,-80.14081,WV0250100,Fairmont,18369.0,3474.0,18.91
WV,Beckley Police Department,37.779095,-81.18071,WV0410100,Beckley,17261.0,3787.0,21.94
WV,Clarksburg Police Department,39.27901,-80.338196,WV0170200,Clarksburg,16085.0,3832.0,23.82
WV,South Charleston Police Department,38.365562,-81.69602,WV0200600,South Charleston,13595.0,2478.0,18.23
WV,St. Albans Police Department,38.38691,-81.83757,WV0200500,St. Albans,10842.0,1619.0,14.93
WV,Vienna Police Department,39.211679,-81.515928,WV0540200,Vienna,10676.0,1112.0,10.42
WV,Bluefield Police Department,37.403448,-81.106456,WV0280200,Bluefield,9699.0,1920.0,19.8
WV,Bridgeport Police Department,39.280823,-80.25987,WV0170100,Bridgeport,9165.0,398.0,4.34
WV,Oak Hill Police Department,38.030933,-81.086051,WV0100500,Oak Hill,8228.0,1588.0,19.3
WV,Moundsville Police Department,39.919407,-80.74409,WV0260500,Moundsville,8195.0,1709.0,20.85
WV,Dunbar Police Department,38.328061,-81.523522,WV0200300,Dunbar,7500.0,862.0,11.49
WV,Elkins Police Department,38.926384,-79.84951,WV0420100,Elkins,6980.0,1242.0,17.79
WV,Hurricane Police Department,38.510513,-81.906109,WV0400100,Hurricane,6901.0,522.0,7.56
WV,Nitro Police Department,38.328061,-81.523522,WV0200400,Nitro,6630.0,1127.0,17.0
WV,Charles Town Police Department,39.307398,-77.86322,WV0190100,Charles Town,6373.0,596.0,9.35
WV,Ranson Police Department,39.307398,-77.86322,WV0190300,Ranson,5404.0,950.0,17.58
WV,Buckhannon Police Department,38.993168,-80.23367,WV0490100,Buckhannon,5343.0,846.0,15.83
WV,New Martinsville Police Department,39.63997,-80.86585,WV0520200,New Martinsville,5208.0,906.0,17.4
WY,Cheyenne Police Department,41.136475,-104.81774,WY0110100,Cheyenne,64610.0,5569.0,8.62
WY,Casper Police Department,42.849266,-106.32659,WY0130100,Casper,58547.0,6248.0,10.67
WY,Gillette Police Department,44.192361,-105.516978,WY0030100,Gillette,33047.0,3268.0,9.89
WY,Sheridan Police Department,44.814903,-106.95595,WY0170100,Sheridan,18660.0,1946.0,10.43
WY,Green River Police Department,41.529675,-109.46611,WY0190100,Green River,11887.0,632.0,5.32
WY,Evanston Police Department,41.269447,-110.96667,WY0210100,Evanston,11802.0,1099.0,9.31
WY,Jackson Police Department,44.049325,-110.58812,WY0200100,Jackson,10728.0,633.0,5.9
WY,Riverton Police Department,43.03264,-108.38061,WY0070200,Riverton,10619.0,1371.0,12.91
WY,Cody Police Department,44.492387,-109.593597,WY0150100,Cody,10055.0,892.0,8.87
WY,Rawlins Police Department,41.70359,-106.933153,WY0040100,Rawlins,8382.0,1153.0,13.76
WY,Lander Police Department,43.055303,-108.605531,WY0070100,Lander,7551.0,639.0,8.46
WY,Powell Police Department,44.754875,-108.7561,WY0150200,Powell,6385.0,742.0,11.62
WY,Douglas Police Department,42.972839,-105.507367,WY0050100,Douglas,6330.0,708.0,11.18
WY,Torrington Police Department,42.066048,-104.17981,WY0080100,Torrington,6196.0,541.0,8.73
WY,Worland Police Department,44.01688,-107.95574,WY0220100,Worland,4843.0,329.0,6.79
WY,Buffalo Police Department,44.044048,-106.588541,WY0100100,Buffalo,4389.0,777.0,17.7
WY,Mills Police Department,42.97364,-106.764877,WY0130200,Mills,4106.0,532.0,12.96
WY,Wheatland Police Department,42.053413,-104.95379,WY0160100,Wheatland,3567.0,274.0,7.68
WY,Newcastle Police Department,43.85474,-104.20272,WY0230100,Newcastle,3283.0,272.0,8.29
WY,Glenrock Police Department,42.972839,-105.507367,WY0050200,Glenrock,2914.0,213.0,7.31
WY,Evansville Police Department,42.97364,-106.764877,WY0130400,Evansville,2730.0,185.0,6.78
WY,Kemmerer Police Department,41.813946,-110.53512,WY0120200,Kemmerer,2632.0,304.0,11.55
WY,Rock Springs Police Department,41.660339,-108.875676,WY0190200,Rock Springs,2497.0,408.0,16.34
WY,Greybull Police Department,44.525654,-107.99332,WY0020300,Greybull,2187.0,176.0,8.05
WY,Lovell Police Department,44.836075,-108.38599,WY0020200,Lovell,2176.0,324.0,14.89
