Month,Total Crimes,Clearances,Prosecuted %,Crime(Per 100k),Prosecutions(Per 100k),Total Pop,Partic Pop,Pop Coverage
2003-03-01,6683,2577,0.39,2.48,0.96,290809777,268968934,92.49
2003-04-01,6001,2545,0.42,2.24,0.95,290809777,267660991,92.04
2003-05-01,6729,2675,0.4,2.52,1.0,290809777,267239198,91.89
2003-06-01,8198,3046,0.37,3.07,1.14,290809777,266936170,91.79
2003-07-01,7114,2987,0.42,2.67,1.12,290809777,266401781,91.61
2003-08-01,7210,2939,0.41,2.71,1.1,290809777,266290613,91.57
2003-09-01,7150,2817,0.39,2.69,1.06,290809777,266141867,91.52
2003-10-01,6231,2663,0.43,2.34,1.0,290809777,266194700,91.54
2003-11-01,5702,2419,0.42,2.15,0.91,290809777,265821183,91.41
2003-12-01,13724,6325,0.46,5.18,2.39,290809777,265089169,91.16
2004-01-01,6239,2294,0.37,2.26,0.83,293655404,276203773,94.06
2004-02-01,5937,2318,0.39,2.15,0.84,293655404,276002127,93.99
2004-03-01,7182,2781,0.39,2.61,1.01,293655404,275601619,93.85
2004-04-01,6492,2604,0.4,2.36,0.95,293655404,275441342,93.8
2004-05-01,6933,2468,0.36,2.52,0.9,293655404,275406977,93.79
2004-06-01,8304,3160,0.38,3.02,1.15,293655404,274958264,93.63
2004-07-01,7087,2731,0.39,2.58,0.99,293655404,274486608,93.47
2004-08-01,6954,2765,0.4,2.54,1.01,293655404,274150903,93.36
2004-09-01,6860,2623,0.38,2.51,0.96,293655404,273445932,93.12
2004-10-01,6585,2518,0.38,2.4,0.92,293655404,273893074,93.27
2004-11-01,5839,2389,0.41,2.14,0.87,293655404,273236328,93.05
2004-12-01,13833,6096,0.44,5.06,2.23,293655404,273286189,93.06
2005-01-01,6370,2292,0.36,2.29,0.82,296410404,277998335,93.79
2005-02-01,5631,2271,0.4,2.03,0.82,296410404,277610250,93.66
2005-03-01,6618,2599,0.39,2.39,0.94,296410404,277203187,93.52
2005-04-01,6467,2502,0.39,2.33,0.9,296410404,276994196,93.45
2005-05-01,6820,2604,0.38,2.46,0.94,296410404,276772196,93.37
2005-06-01,8264,3060,0.37,2.99,1.11,296410404,276584627,93.31
2005-07-01,7224,2638,0.37,2.62,0.96,296410404,276112869,93.15
2005-08-01,7269,2986,0.41,2.64,1.08,296410404,275793812,93.04
2005-09-01,7340,2681,0.37,2.67,0.97,296410404,275402725,92.91
2005-10-01,6583,2499,0.38,2.39,0.91,296410404,275127933,92.82
2005-11-01,5863,2413,0.41,2.13,0.88,296410404,274999351,92.78
2005-12-01,12859,5787,0.45,4.68,2.11,296410404,274851887,92.73
2006-01-01,6647,2534,0.38,2.31,0.88,299398484,287438196,96.01
2006-02-01,5563,2091,0.38,1.94,0.73,299398484,286931187,95.84
2006-03-01,6871,2524,0.37,2.39,0.88,299398484,286906632,95.83
2006-04-01,6448,2211,0.34,2.25,0.77,299398484,286275551,95.62
2006-05-01,6938,2600,0.37,2.42,0.91,299398484,286904762,95.83
2006-06-01,8790,3133,0.36,3.07,1.09,299398484,286479504,95.69
2006-07-01,7352,2771,0.38,2.57,0.97,299398484,286538183,95.7
2006-08-01,7232,2858,0.4,2.52,1.0,299398484,286752482,95.78
2006-09-01,6773,2595,0.38,2.36,0.91,299398484,286531259,95.7
2006-10-01,6472,2487,0.38,2.26,0.87,299398484,286455971,95.68
2006-11-01,5704,2304,0.4,1.99,0.8,299398484,286269912,95.62
2006-12-01,12588,5656,0.45,4.4,1.98,299398484,286303155,95.63
2007-01-01,6060,2220,0.37,2.08,0.76,301621157,291321863,96.59
2007-02-01,5346,1992,0.37,1.84,0.68,301621157,291151776,96.53
2007-03-01,6483,2385,0.37,2.23,0.82,301621157,290845305,96.43
2007-04-01,6234,2330,0.37,2.14,0.8,301621157,290712120,96.38
2007-05-01,6823,2577,0.38,2.35,0.89,301621157,290561967,96.33
2007-06-01,8479,3095,0.37,2.92,1.06,301621157,290855727,96.43
2007-07-01,6903,2486,0.36,2.37,0.85,301621157,290776630,96.4
2007-08-01,6907,2786,0.4,2.38,0.96,301621157,290530730,96.32
2007-09-01,6850,2442,0.36,2.36,0.84,301621157,290290508,96.24
2007-10-01,6328,2534,0.4,2.18,0.87,301621157,290253048,96.23
2007-11-01,5733,2129,0.37,1.98,0.73,301621157,289785425,96.08
2007-12-01,12589,5263,0.42,4.35,1.82,301621157,289266728,95.9
2008-01-01,6009,2481,0.41,2.04,0.84,304059724,294343215,96.8
2008-02-01,5486,2314,0.42,1.87,0.79,304059724,293930032,96.67
2008-03-01,6357,2330,0.37,2.16,0.79,304059724,294347025,96.81
2008-04-01,6326,2421,0.38,2.15,0.82,304059724,294353363,96.81
2008-05-01,6619,2461,0.37,2.25,0.84,304059724,294198906,96.76
2008-06-01,8244,2954,0.36,2.8,1.0,304059724,293954456,96.68
2008-07-01,7107,2761,0.39,2.42,0.94,304059724,294058806,96.71
2008-08-01,6903,2592,0.38,2.35,0.88,304059724,294038028,96.7
2008-09-01,6796,2559,0.38,2.31,0.87,304059724,293934875,96.67
2008-10-01,6330,2476,0.39,2.16,0.84,304059724,293671771,96.58
2008-11-01,5501,2098,0.38,1.87,0.71,304059724,293731181,96.6
2008-12-01,12080,5435,0.45,4.12,1.85,304059724,293527891,96.54
2009-01-01,6148,2364,0.38,2.06,0.79,307006550,297872157,97.02
2009-02-01,5490,2235,0.41,1.84,0.75,307006550,297902742,97.03
2009-03-01,6751,2537,0.38,2.27,0.85,307006550,297701439,96.97
2009-04-01,6560,2484,0.38,2.21,0.83,307006550,297505478,96.91
2009-05-01,6902,2452,0.36,2.32,0.82,307006550,297612822,96.94
2009-06-01,7996,3146,0.39,2.69,1.06,307006550,297467155,96.89
2009-07-01,7022,2611,0.37,2.36,0.88,307006550,297149727,96.79
2009-08-01,6832,2642,0.39,2.3,0.89,307006550,296914289,96.71
2009-09-01,6763,2504,0.37,2.28,0.84,307006550,296600302,96.61
2009-10-01,6172,2449,0.4,2.08,0.83,307006550,296413155,96.55
2009-11-01,5746,2048,0.36,1.94,0.69,307006550,295873229,96.37
2009-12-01,11922,5181,0.43,4.03,1.75,307006550,296009686,96.42
2010-01-01,6252,2301,0.37,2.06,0.76,308745538,303465956,98.29
2010-02-01,5359,2114,0.39,1.77,0.7,308745538,303225863,98.21
2010-03-01,6709,2747,0.41,2.21,0.91,308745538,303254029,98.22
2010-04-01,6323,2250,0.36,2.09,0.74,308745538,302926451,98.12
2010-05-01,6879,2283,0.33,2.27,0.75,308745538,302829979,98.08
2010-06-01,8284,2947,0.36,2.74,0.97,308745538,302746152,98.06
2010-07-01,7104,2386,0.34,2.35,0.79,308745538,302335128,97.92
2010-08-01,6977,2539,0.36,2.31,0.84,308745538,302209118,97.88
2010-09-01,6908,2525,0.37,2.29,0.84,308745538,301962050,97.8
2010-10-01,6253,2337,0.37,2.07,0.78,308745538,301354323,97.61
2010-11-01,5784,2016,0.35,1.92,0.67,308745538,301146767,97.54
2010-12-01,11358,4787,0.42,3.78,1.59,308745538,300330199,97.27
2011-01-01,6040,2265,0.38,1.97,0.74,311591917,305869067,98.16
2011-02-01,5275,2082,0.39,1.73,0.68,311591917,305762224,98.13
2011-03-01,6861,2533,0.37,2.24,0.83,311591917,305797962,98.14
2011-04-01,6168,2251,0.36,2.02,0.74,311591917,305843337,98.16
2011-05-01,6802,2469,0.36,2.22,0.81,311591917,305734739,98.12
2011-06-01,9095,3581,0.39,2.98,1.17,311591917,305705196,98.11
2011-07-01,7122,2456,0.34,2.33,0.8,311591917,305605183,98.08
2011-08-01,6798,2648,0.39,2.23,0.87,311591917,305291489,97.98
2011-09-01,6626,2513,0.38,2.17,0.82,311591917,304960684,97.87
2011-10-01,6149,2261,0.37,2.02,0.74,311591917,304814697,97.82
2011-11-01,5771,2093,0.36,1.9,0.69,311591917,304525101,97.73
2011-12-01,9900,4101,0.41,3.25,1.35,311591917,304330525,97.67
2012-01-01,6348,2396,0.38,2.05,0.78,313914040,308979088,98.43
2012-02-01,5775,2230,0.39,1.87,0.72,313914040,308909956,98.41
2012-03-01,6772,2506,0.37,2.19,0.81,313914040,308845956,98.39
2012-04-01,6296,2280,0.36,2.04,0.74,313914040,308788257,98.37
2012-05-01,6617,2428,0.37,2.15,0.79,313914040,308385008,98.24
2012-06-01,7589,2686,0.35,2.46,0.87,313914040,308084649,98.14
2012-07-01,7196,2492,0.35,2.34,0.81,313914040,307975035,98.11
2012-08-01,7062,2563,0.36,2.29,0.83,313914040,307719975,98.03
2012-09-01,6839,2350,0.34,2.22,0.76,313914040,307384985,97.92
2012-10-01,6245,2382,0.38,2.03,0.78,313914040,307230148,97.87
2012-11-01,5505,2090,0.38,1.79,0.68,313914040,306921402,97.77
2012-12-01,11195,4532,0.4,3.65,1.48,313914040,306513534,97.64
2013-01-01,7441,2722,0.37,2.4,0.88,316128839,310576794,98.24
2013-02-01,6401,2556,0.4,2.06,0.82,316128839,310271080,98.15
2013-03-01,7269,2731,0.38,2.35,0.88,316128839,309972605,98.05
2013-04-01,7558,2715,0.36,2.44,0.88,316128839,309523762,97.91
2013-05-01,8299,3129,0.38,2.68,1.01,316128839,309498578,97.9
2013-06-01,9007,3459,0.38,2.91,1.12,316128839,309294212,97.84
2013-07-01,8315,2964,0.36,2.7,0.96,316128839,307854935,97.38
2013-08-01,8259,2997,0.36,2.68,0.97,316128839,307621926,97.31
2013-09-01,7429,2817,0.38,2.42,0.92,316128839,307268375,97.2
2013-10-01,7620,2953,0.39,2.48,0.96,316128839,307255556,97.19
2013-11-01,6925,2478,0.36,2.26,0.81,316128839,306817072,97.05
2013-12-01,11793,5273,0.45,3.87,1.73,316128839,304776218,96.41
2014-01-01,8149,2986,0.37,2.61,0.96,318857056,312343277,97.96
2014-02-01,7054,2663,0.38,2.26,0.85,318857056,311975750,97.84
2014-03-01,8118,3095,0.38,2.61,0.99,318857056,311115241,97.57
2014-04-01,8257,2997,0.36,2.66,0.96,318857056,310864345,97.49
2014-05-01,8995,3035,0.34,2.9,0.98,318857056,310519028,97.39
2014-06-01,9989,3605,0.36,3.22,1.16,318857056,309932837,97.2
2014-07-01,9211,3328,0.36,2.97,1.07,318857056,309957772,97.21
2014-08-01,9231,3060,0.33,2.98,0.99,318857056,309592091,97.09
2014-09-01,9129,3205,0.35,2.95,1.03,318857056,309691885,97.13
2014-10-01,8689,3219,0.37,2.81,1.04,318857056,309549608,97.08
2014-11-01,7607,2605,0.34,2.46,0.84,318857056,309428755,97.04
2014-12-01,13959,5878,0.42,4.5,1.9,318857056,310177576,97.28
2015-01-01,8990,3107,0.35,2.85,0.99,321418820,315071316,98.03
2015-02-01,7852,2940,0.37,2.49,0.93,321418820,314918967,97.98
2015-03-01,9094,3196,0.35,2.89,1.01,321418820,315019909,98.01
2015-04-01,9073,3137,0.35,2.88,1.0,321418820,314529557,97.86
2015-05-01,9766,3193,0.33,3.11,1.02,321418820,314229401,97.76
2015-06-01,11148,3870,0.35,3.56,1.24,321418820,313254614,97.46
2015-07-01,10536,3540,0.34,3.37,1.13,321418820,313044018,97.39
2015-08-01,10326,3557,0.34,3.29,1.13,321418820,313656051,97.58
2015-09-01,9862,3482,0.35,3.16,1.11,321418820,312433880,97.2
2015-10-01,9396,3394,0.36,3.0,1.08,321418820,313567800,97.56
2015-11-01,8664,3101,0.36,2.77,0.99,321418820,312506497,97.23
2015-12-01,14897,6313,0.42,4.78,2.03,321418820,311693841,96.97
2016-01-01,9914,3367,0.34,3.13,1.06,323127513,316674065,98.0
2016-02-01,8953,3283,0.37,2.83,1.04,323127513,316415636,97.92
2016-03-01,9791,3406,0.35,3.09,1.08,323127513,316471293,97.94
2016-04-01,9968,3388,0.34,3.15,1.07,323127513,316125535,97.83
2016-05-01,10397,3475,0.33,3.29,1.1,323127513,315925285,97.77
2016-06-01,11466,3906,0.34,3.63,1.24,323127513,316056194,97.81
2016-07-01,10623,3302,0.31,3.36,1.05,323127513,315751466,97.72
2016-08-01,10610,3674,0.35,3.36,1.16,323127513,315690642,97.7
2016-09-01,10222,3491,0.34,3.24,1.11,323127513,315354487,97.59
2016-10-01,10221,3375,0.33,3.24,1.07,323127513,315080739,97.51
2016-11-01,9271,3401,0.37,2.94,1.08,323127513,314924961,97.46
2016-12-01,14959,6075,0.41,4.75,1.93,323127513,314862034,97.44
2017-01-01,10755,3411,0.32,3.37,1.07,329056355,318925181,96.92
2017-02-01,9026,2977,0.33,2.84,0.94,329056355,318294731,96.73
2017-03-01,10268,3460,0.34,3.23,1.09,329056355,318328908,96.74
2017-04-01,10741,3219,0.3,3.38,1.01,329056355,318225731,96.71
2017-05-01,11865,3508,0.3,3.73,1.1,329056355,318040547,96.65
2017-06-01,11137,3601,0.32,3.51,1.13,329056355,317587044,96.51
2017-07-01,11205,3439,0.31,3.53,1.08,329056355,317398774,96.46
2017-08-01,11120,3713,0.33,3.5,1.17,329056355,317289198,96.42
2017-09-01,10832,3468,0.32,3.43,1.1,329056355,316244367,96.11
2017-10-01,11257,3600,0.32,3.56,1.14,329056355,316597601,96.21
2017-11-01,10066,3184,0.32,3.19,1.01,329056355,315631050,95.92
2017-12-01,17318,6673,0.39,5.49,2.11,329056355,315515967,95.89
2018-01-01,11743,3513,0.3,3.63,1.09,330362587,323201225,97.83
2018-02-01,10074,3202,0.32,3.12,0.99,330362587,322649735,97.67
2018-03-01,11155,3467,0.31,3.46,1.07,330362587,322616047,97.66
2018-04-01,10932,3452,0.32,3.39,1.07,330362587,322317826,97.56
2018-05-01,12074,3597,0.3,3.75,1.12,330362587,322122428,97.51
2018-06-01,11588,3414,0.29,3.6,1.06,330362587,322150125,97.51
2018-07-01,11865,3493,0.29,3.69,1.09,330362587,321845126,97.42
2018-08-01,11868,3709,0.31,3.69,1.15,330362587,321681546,97.37
2018-09-01,11887,3487,0.29,3.7,1.09,330362587,321336329,97.27
2018-10-01,11774,3565,0.3,3.66,1.11,330362587,321628287,97.36
2018-11-01,10076,3087,0.31,3.14,0.96,330362587,321284170,97.25
2018-12-01,18480,6793,0.37,5.76,2.12,330362587,320946794,97.15
2019-01-01,11484,3522,0.31,3.58,1.1,331433049,321034556,96.86
2019-02-01,9690,3208,0.33,3.02,1.0,331433049,320731089,96.77
2019-03-01,10963,3435,0.31,3.42,1.07,331433049,320951671,96.84
2019-04-01,11088,3483,0.31,3.46,1.09,331433049,320815124,96.8
2019-05-01,11855,3647,0.31,3.7,1.14,331433049,320641836,96.74
2019-06-01,11337,3348,0.3,3.54,1.05,331433049,320185373,96.61
2019-07-01,11434,3333,0.29,3.66,1.07,331433049,312516800,94.29
2019-08-01,11930,3491,0.29,3.74,1.09,331433049,318966106,96.24
2019-09-01,12018,3303,0.27,3.8,1.04,331433049,316387434,95.46
2019-10-01,11285,3362,0.3,3.56,1.06,331433049,316615319,95.53
2019-11-01,10154,2912,0.29,3.21,0.92,331433049,316368334,95.45
2019-12-01,18273,6386,0.35,5.78,2.02,331433049,316223354,95.41
2020-01-01,11911,3347,0.28,3.71,1.04,332726731,321364533,96.59
2020-02-01,10509,3123,0.3,3.28,0.97,332726731,320452894,96.31
2020-03-01,9638,2994,0.31,3.01,0.94,332726731,319824638,96.12
2020-04-01,7309,2433,0.33,2.29,0.76,332726731,319557902,96.04
2020-05-01,9438,2674,0.28,2.96,0.84,332726731,319301928,95.97
2020-06-01,10639,2729,0.26,3.33,0.86,332726731,319149113,95.92
2020-07-01,11265,3091,0.27,3.53,0.97,332726731,318755373,95.8
2020-08-01,11128,3054,0.27,3.5,0.96,332726731,317957513,95.56
2020-09-01,10586,3098,0.29,3.34,0.98,332726731,317196835,95.33
2020-10-01,10353,2987,0.29,3.28,0.95,332726731,316064394,94.99
2020-11-01,9340,2480,0.27,2.95,0.78,332726731,317059539,95.29
2020-12-01,16546,5786,0.35,5.22,1.83,332726731,316905959,95.25
2021-01-01,8897,2074,0.23,3.65,0.85,335395039,243939691,72.73
2021-02-01,7532,2044,0.27,3.09,0.84,335395039,243709997,72.66
2021-03-01,9422,2563,0.27,3.8,1.03,335395039,248106468,73.97
2021-04-01,9108,2319,0.25,3.66,0.93,335395039,249052683,74.26
2021-05-01,9618,2267,0.24,3.86,0.91,335395039,249231878,74.31
2021-06-01,9526,2527,0.27,3.76,1.0,335395039,253322416,75.53
2021-07-01,9722,2488,0.26,3.84,0.98,335395039,253165261,75.48
2021-08-01,9810,2489,0.25,3.85,0.98,335395039,254770174,75.96
2021-09-01,9339,2430,0.26,3.66,0.95,335395039,255321647,76.13
2021-10-01,10038,2419,0.24,3.89,0.94,335395039,257742708,76.85
2021-11-01,9044,2300,0.25,3.51,0.89,335395039,257422081,76.75
2021-12-01,8452,2311,0.27,3.26,0.89,335395039,259123957,77.26
2022-01-01,10833,2736,0.25,3.49,0.88,336746447,310706805,92.27
2022-02-01,10288,2734,0.27,3.29,0.88,336746447,312255359,92.73
2022-03-01,11695,3180,0.27,3.7,1.0,336746447,316487244,93.98
2022-04-01,11099,2841,0.26,3.51,0.9,336746447,316079472,93.86
2022-05-01,11540,2914,0.25,3.65,0.92,336746447,316129951,93.88
2022-06-01,11192,2879,0.26,3.54,0.91,336746447,315888592,93.81
2022-07-01,11254,2772,0.25,3.56,0.88,336746447,315720574,93.76
2022-08-01,11399,3045,0.27,3.62,0.97,336746447,314552906,93.41
2022-09-01,11489,2997,0.26,3.67,0.96,336746447,312908255,92.92
2022-10-01,11095,2771,0.25,3.55,0.89,336746447,312359145,92.76
2022-11-01,9541,2465,0.26,3.06,0.79,336746447,312171964,92.7
2022-12-01,11870,3365,0.28,3.79,1.07,336746447,313539493,93.11
2023-01-01,10861,2981,0.27,3.45,0.95,338357687,314447541,92.93
2023-02-01,9744,2761,0.28,3.11,0.88,338357687,313250355,92.58
2023-03-01,10713,3076,0.29,3.4,0.98,338357687,314999945,93.1
2023-04-01,10262,2691,0.26,3.26,0.85,338357687,314784656,93.03
2023-05-01,10787,2812,0.26,3.43,0.89,338357687,314654901,92.99
2023-06-01,10167,2613,0.26,3.23,0.83,338357687,314362273,92.91
2023-07-01,10294,2644,0.26,3.29,0.84,338357687,313044054,92.52
2023-08-01,10464,2869,0.27,3.33,0.91,338357687,313965753,92.79
2023-09-01,9897,2554,0.26,3.16,0.82,338357687,313322278,92.6
2023-10-01,9749,2542,0.26,3.12,0.81,338357687,312936094,92.49
2023-11-01,8353,2341,0.28,2.69,0.75,338357687,310852582,91.87
2023-12-01,9146,2716,0.3,2.96,0.88,338357687,309170562,91.37
